Season,Team,Lg,Salary,player_id
2001-02,Golden State Warriors,NBA,"$332,817",arenagi01
2002-03,Golden State Warriors,NBA,"$512,435",arenagi01
2003-04,Washington Wizards,NBA,"$8,536,000",arenagi01
2004-05,Washington Wizards,NBA,"$9,389,600",arenagi01
2005-06,Washington Wizards,NBA,"$10,243,200",arenagi01
2006-07,Washington Wizards,NBA,"$11,096,800",arenagi01
2007-08,Washington Wizards,NBA,"$11,950,400",arenagi01
2008-09,Washington Wizards,NBA,"$14,653,466",arenagi01
2009-10,Washington Wizards,NBA,"$16,192,080",arenagi01
2010-11,Orlando Magic,NBA,"$17,730,694",arenagi01
2011-12,Orlando Magic,NBA,"$19,269,307",arenagi01
2011-12,Memphis Grizzlies,NBA,"$312,342",arenagi01
2012-13,Orlando Magic,NBA,"$20,807,922",arenagi01
2013-14,Orlando Magic,NBA,"$22,346,536",arenagi01
Career,(may be incomplete),,"$163,373,599",arenagi01
