Season,Team,Lg,Salary,player_id
1991-92,Seattle SuperSonics,NBA,"$130,000",conloma01
1992-93,Sacramento Kings,NBA,"$200,000",conloma01
1993-94,Sacramento Kings,NBA,"$250,000",conloma01
1994-95,Milwaukee Bucks,NBA,"$182,500",conloma01
1995-96,Milwaukee Bucks,NBA,"$1,165,000",conloma01
1996-97,Phoenix Suns,NBA,"$1,200,000",conloma01
1996-97,Boston Celtics,NBA,"$247,500",conloma01
1998-99,Miami Heat,NBA,"$662,500",conloma01
1999-00,Boston Celtics,NBA,"$229,059",conloma01
1999-00,Los Angeles Clippers,NBA,"$114,529",conloma01
Career,(may be incomplete),,"$4,381,088",conloma01
