Season,Team,Lg,Salary,player_id
2001-02,New Jersey Nets,NBA,"$1,067,400",collija04
2002-03,New Jersey Nets,NBA,"$1,147,440",collija04
2003-04,New Jersey Nets,NBA,"$1,227,480",collija04
2004-05,New Jersey Nets,NBA,"$1,887,864",collija04
2005-06,New Jersey Nets,NBA,"$5,500,000",collija04
2006-07,New Jersey Nets,NBA,"$5,800,000",collija04
2007-08,Memphis Grizzlies,NBA,"$6,100,000",collija04
2008-09,Minnesota Timberwolves,NBA,"$6,200,000",collija04
2009-10,Atlanta Hawks,NBA,"$1,181,803",collija04
2010-11,Atlanta Hawks,NBA,"$1,352,181",collija04
2011-12,Atlanta Hawks,NBA,"$1,352,181",collija04
2012-13,Washington Wizards,NBA,"$1,352,181",collija04
Career,(may be incomplete),,"$34,168,530",collija04
