Season,Team,Lg,Salary,player_id
2001-02,New Jersey Nets,NBA,"$332,817",scalabr01
2002-03,New Jersey Nets,NBA,"$512,435",scalabr01
2003-04,New Jersey Nets,NBA,"$800,000",scalabr01
2004-05,New Jersey Nets,NBA,"$900,000",scalabr01
2005-06,Boston Celtics,NBA,"$2,586,207",scalabr01
2006-07,Boston Celtics,NBA,"$2,793,103",scalabr01
2007-08,Boston Celtics,NBA,"$3,000,000",scalabr01
2008-09,Boston Celtics,NBA,"$3,206,897",scalabr01
2009-10,Boston Celtics,NBA,"$3,413,793",scalabr01
2010-11,Chicago Bulls,NBA,"$1,229,255",scalabr01
2011-12,Chicago Bulls,NBA,"$1,352,181",scalabr01
Career,(may be incomplete),,"$20,126,688",scalabr01
