Season,Team,Lg,Salary,player_id
2008-09,Phoenix Suns,NBA,"$1,623,720",lopezro01
2009-10,Phoenix Suns,NBA,"$1,745,520",lopezro01
2010-11,Phoenix Suns,NBA,"$1,867,320",lopezro01
2011-12,Phoenix Suns,NBA,"$2,862,602",lopezro01
2012-13,New Orleans Hornets,NBA,"$4,899,293",lopezro01
2013-14,Portland Trail Blazers,NBA,"$5,904,261",lopezro01
2014-15,Portland Trail Blazers,NBA,"$6,124,728",lopezro01
2015-16,New York Knicks,NBA,"$13,000,000",lopezro01
2016-17,Chicago Bulls,NBA,"$13,219,250",lopezro01
2017-18,Chicago Bulls,NBA,"$13,788,500",lopezro01
2018-19,Chicago Bulls,NBA,"$14,357,750",lopezro01
2019-20,Milwaukee Bucks,NBA,"$4,767,000",lopezro01
2020-21,Washington Wizards,NBA,"$7,300,000",lopezro01
2021-22,Orlando Magic,NBA,"$5,000,000",lopezro01
Career,(may be incomplete),,"$96,459,944",lopezro01
