Season,Team,Lg,Salary,player_id
2000-01,Detroit Pistons,NBA,"$316,969",cardibr01
2001-02,Detroit Pistons,NBA,"$465,850",cardibr01
2002-03,Washington Wizards,NBA,"$587,435",cardibr01
2003-04,Golden State Warriors,NBA,"$663,679",cardibr01
2004-05,Memphis Grizzlies,NBA,"$4,903,000",cardibr01
2005-06,Memphis Grizzlies,NBA,"$5,393,300",cardibr01
2006-07,Memphis Grizzlies,NBA,"$5,400,000",cardibr01
2007-08,Memphis Grizzlies,NBA,"$5,850,000",cardibr01
2008-09,Minnesota Timberwolves,NBA,"$6,300,000",cardibr01
2009-10,New York Knicks,NBA,"$6,750,000",cardibr01
2010-11,Dallas Mavericks,NBA,"$1,352,181",cardibr01
2011-12,Dallas Mavericks,NBA,"$1,352,181",cardibr01
Career,(may be incomplete),,"$39,334,595",cardibr01
