Season,Team,Lg,Salary,player_id
1992-93,Philadelphia 76ers,NBA,"$800,000",weathcl01
1993-94,Philadelphia 76ers,NBA,"$1,040,000",weathcl01
1994-95,Philadelphia 76ers,NBA,"$4,000,000",weathcl01
1999-00,Miami Heat,NBA,"$1,925,000",weathcl01
2000-01,Cleveland Cavaliers,NBA,"$2,100,000",weathcl01
2001-02,New York Knicks,NBA,"$4,638,000",weathcl01
2002-03,New York Knicks,NBA,"$4,991,800",weathcl01
2003-04,Houston Rockets,NBA,"$5,445,600",weathcl01
2004-05,Houston Rockets,NBA,"$5,899,400",weathcl01
2005-06,Houston Rockets,NBA,"$6,353,200",weathcl01
Career,(may be incomplete),,"$37,193,000",weathcl01
