Season,Team,Lg,Salary,player_id
2020-21,Indiana Pacers,NBA,< $Minimum,stanlca01
2021-22,Detroit Pistons,NBA,"$256,734",stanlca01
Career,(may be incomplete),,"$256,734",stanlca01
