Season,Team,Lg,Salary,player_id
2012-13,Houston Rockets,NBA,"$281,377",beverpa01
2013-14,Houston Rockets,NBA,"$788,872",beverpa01
2014-15,Houston Rockets,NBA,"$915,243",beverpa01
2015-16,Houston Rockets,NBA,"$6,500,000",beverpa01
2016-17,Houston Rockets,NBA,"$6,000,000",beverpa01
2017-18,Los Angeles Clippers,NBA,"$5,513,514",beverpa01
2018-19,Los Angeles Clippers,NBA,"$5,027,028",beverpa01
2019-20,Los Angeles Clippers,NBA,"$12,345,679",beverpa01
2020-21,Los Angeles Clippers,NBA,"$13,333,333",beverpa01
2021-22,Minnesota Timberwolves,NBA,"$14,320,988",beverpa01
Career,(may be incomplete),,"$65,026,034",beverpa01
