Season,Team,Lg,Salary,player_id
2021-22,Detroit Pistons,NBA,"$53,176 (TW)",keybr01
2021-22,Philadelphia 76ers,NBA,"$53,176",keybr01
Career,(may be incomplete),,"$106,352",keybr01
