Season,Team,Lg,Salary,player_id
2005-06,Milwaukee Bucks,NBA,"$4,340,520",bogutan01
2006-07,Milwaukee Bucks,NBA,"$4,665,960",bogutan01
2007-08,Milwaukee Bucks,NBA,"$4,991,520",bogutan01
2008-09,Milwaukee Bucks,NBA,"$6,294,310",bogutan01
2009-10,Milwaukee Bucks,NBA,"$10,000,000",bogutan01
2010-11,Milwaukee Bucks,NBA,"$11,000,000",bogutan01
2011-12,Milwaukee Bucks,NBA,"$12,000,000",bogutan01
2012-13,Golden State Warriors,NBA,"$13,000,000",bogutan01
2013-14,Golden State Warriors,NBA,"$14,000,000",bogutan01
2014-15,Golden State Warriors,NBA,"$12,972,973",bogutan01
2015-16,Golden State Warriors,NBA,"$12,000,000",bogutan01
2016-17,Philadelphia 76ers,NBA,"$11,027,027",bogutan01
2016-17,Cleveland Cavaliers,NBA,"$242,224",bogutan01
2017-18,Los Angeles Lakers,NBA,"$1,105,123",bogutan01
2018-19,Golden State Warriors,NBA,"$486,892",bogutan01
Career,(may be incomplete),,"$118,126,549",bogutan01
