Season,Team,Lg,Salary,player_id
1997-98,Dallas Mavericks,NBA,"$260,000",wellsbu01
1998-99,Chicago Bulls,NBA,"$312,000",wellsbu01
Career,(may be incomplete),,"$572,000",wellsbu01
