Season,Team,Lg,Salary,player_id
1996-97,New Jersey Nets,NBA,"$1,356,000",kittlke01
1997-98,New Jersey Nets,NBA,"$1,559,040",kittlke01
1998-99,New Jersey Nets,NBA,"$1,762,000",kittlke01
1999-00,New Jersey Nets,NBA,"$7,166,666",kittlke01
2000-01,New Jersey Nets,NBA,"$7,770,000",kittlke01
2001-02,New Jersey Nets,NBA,"$8,166,667",kittlke01
2002-03,New Jersey Nets,NBA,"$8,966,667",kittlke01
2003-04,New Jersey Nets,NBA,"$9,266,666",kittlke01
2004-05,Los Angeles Clippers,NBA,"$9,566,667",kittlke01
Career,(may be incomplete),,"$55,580,373",kittlke01
