Season,Team,Lg,Salary,player_id
2007-08,Golden State Warriors,NBA,"$1,345,800",belinma01
2008-09,Golden State Warriors,NBA,"$1,446,720",belinma01
2009-10,Toronto Raptors,NBA,"$1,547,640",belinma01
2010-11,New Orleans Hornets,NBA,"$2,380,270",belinma01
2011-12,New Orleans Hornets,NBA,"$3,377,604",belinma01
2012-13,Chicago Bulls,NBA,"$1,957,000",belinma01
2013-14,San Antonio Spurs,NBA,"$2,750,000",belinma01
2014-15,San Antonio Spurs,NBA,"$2,873,750",belinma01
2015-16,Sacramento Kings,NBA,"$6,333,333",belinma01
2016-17,Charlotte Hornets,NBA,"$6,333,333",belinma01
2017-18,Atlanta Hawks,NBA,"$6,306,060",belinma01
2017-18,Philadelphia 76ers,NBA,"$776,217",belinma01
2018-19,San Antonio Spurs,NBA,"$6,153,846",belinma01
2019-20,San Antonio Spurs,NBA,"$5,846,154",belinma01
Career,(may be incomplete),,"$49,427,727",belinma01
