Season,Team,Lg,Salary,player_id
2008-09,Miami Heat,NBA,"$700,000",chalmma01
2009-10,Miami Heat,NBA,"$773,500",chalmma01
2010-11,Miami Heat,NBA,"$854,389",chalmma01
2011-12,Miami Heat,NBA,"$4,000,000",chalmma01
2012-13,Miami Heat,NBA,"$4,000,000",chalmma01
2013-14,Miami Heat,NBA,"$4,000,000",chalmma01
2014-15,Miami Heat,NBA,"$4,000,000",chalmma01
2015-16,Memphis Grizzlies,NBA,"$4,300,000",chalmma01
2017-18,Memphis Grizzlies,NBA,"$2,106,407",chalmma01
2021-22,Miami Heat,NBA,"$138,019",chalmma01
Career,(may be incomplete),,"$24,872,315",chalmma01
