Season,Team,Lg,Salary,player_id
2004-05,Chicago Bulls,NBA,"$3,358,320",gordobe01
2005-06,Chicago Bulls,NBA,"$3,610,200",gordobe01
2006-07,Chicago Bulls,NBA,"$3,862,080",gordobe01
2007-08,Chicago Bulls,NBA,"$4,881,669",gordobe01
2008-09,Chicago Bulls,NBA,"$6,404,750",gordobe01
2009-10,Detroit Pistons,NBA,"$10,000,000",gordobe01
2010-11,Detroit Pistons,NBA,"$10,800,000",gordobe01
2011-12,Detroit Pistons,NBA,"$11,600,000",gordobe01
2012-13,Charlotte Bobcats,NBA,"$12,400,000",gordobe01
2013-14,Charlotte Bobcats,NBA,"$13,200,000",gordobe01
2014-15,Orlando Magic,NBA,"$4,500,000",gordobe01
Career,(may be incomplete),,"$84,617,019",gordobe01
