Season,Team,Lg,Salary,player_id
1987-88,Cleveland Cavaliers,NBA,"$349,055",williho01
1988-89,Cleveland Cavaliers,NBA,"$364,000",williho01
1990-91,Cleveland Cavaliers,NBA,"$3,785,000",williho01
1991-92,Cleveland Cavaliers,NBA,"$3,786,000",williho01
1992-93,Cleveland Cavaliers,NBA,"$3,786,000",williho01
1993-94,Cleveland Cavaliers,NBA,"$3,786,000",williho01
1994-95,Cleveland Cavaliers,NBA,"$3,786,000",williho01
1995-96,Phoenix Suns,NBA,"$4,151,000",williho01
1996-97,Phoenix Suns,NBA,"$4,151,000",williho01
1997-98,Phoenix Suns,NBA,"$4,550,000",williho01
1998-99,Dallas Mavericks,NBA,"$1,750,000",williho01
1999-00,Dallas Mavericks,NBA,"$1,925,000",williho01
2000-01,Boston Celtics,NBA,"$2,100,000",williho01
Career,(may be incomplete),,"$38,269,055",williho01
