Season,Team,Lg,Salary,player_id
2012-13,Denver Nuggets,NBA,"$1,361,400",fournev01
2013-14,Denver Nuggets,NBA,"$1,422,720",fournev01
2014-15,Orlando Magic,NBA,"$1,483,920",fournev01
2015-16,Orlando Magic,NBA,"$2,288,205",fournev01
2016-17,Orlando Magic,NBA,"$17,000,000",fournev01
2017-18,Orlando Magic,NBA,"$17,000,000",fournev01
2018-19,Orlando Magic,NBA,"$17,000,000",fournev01
2019-20,Orlando Magic,NBA,"$17,000,000",fournev01
2020-21,Boston Celtics,NBA,"$17,450,000",fournev01
2021-22,New York Knicks,NBA,"$17,142,857",fournev01
Career,(may be incomplete),,"$109,149,102",fournev01
