Season,Team,Lg,Salary,player_id
2015-16,Los Angeles Lakers,NBA,"$50,000",frazimi01
2018-19,Houston Rockets,NBA,"$23,685",frazimi01
2019-20,Houston Rockets,NBA,< $Minimum,frazimi01
Career,(may be incomplete),,"$73,685",frazimi01
