Season,Team,Lg,Salary,player_id
2008-09,San Antonio Spurs,NBA,"$187,248",tollian01
2008-09,New Orleans Hornets,NBA,"$26,007",tollian01
2009-10,Golden State Warriors,NBA,"$359,546",tollian01
2009-10,Portland Trail Blazers,NBA,"$51,983",tollian01
2010-11,Minnesota Timberwolves,NBA,"$2,200,000",tollian01
2011-12,Minnesota Timberwolves,NBA,"$2,050,000",tollian01
2012-13,Atlanta Hawks,NBA,"$915,852",tollian01
2013-14,Charlotte Bobcats,NBA,"$1,027,424",tollian01
2014-15,Detroit Pistons,NBA,"$3,000,000",tollian01
2015-16,Detroit Pistons,NBA,"$3,000,000",tollian01
2016-17,Sacramento Kings,NBA,"$8,000,000",tollian01
2017-18,Detroit Pistons,NBA,"$3,290,000",tollian01
2017-18,Sacramento Kings,NBA,"$2,000,000",tollian01
2018-19,Minnesota Timberwolves,NBA,"$5,750,000",tollian01
2019-20,Sacramento Kings,NBA,"$2,419,852",tollian01
2019-20,Memphis Grizzlies,NBA,"$434,704",tollian01
2020-21,Philadelphia 76ers,NBA,"$485,498",tollian01
2021-22,New Orleans Pelicans,NBA,$0,tollian01
Career,(may be incomplete),,"$35,198,114",tollian01
