Season,Team,Lg,Salary,player_id
1988-89,Chicago Bulls,NBA,"$425,000",perduwi01
1990-91,Chicago Bulls,NBA,"$450,000",perduwi01
1991-92,Chicago Bulls,NBA,"$500,000",perduwi01
1992-93,Chicago Bulls,NBA,"$625,000",perduwi01
1993-94,Chicago Bulls,NBA,"$1,200,000",perduwi01
1994-95,Chicago Bulls,NBA,"$1,056,225",perduwi01
1995-96,San Antonio Spurs,NBA,"$1,340,000",perduwi01
1996-97,San Antonio Spurs,NBA,"$1,544,000",perduwi01
1997-98,San Antonio Spurs,NBA,"$1,987,500",perduwi01
1998-99,San Antonio Spurs,NBA,"$4,373,000",perduwi01
1999-00,Chicago Bulls,NBA,"$5,300,000",perduwi01
2000-01,Portland Trail Blazers,NBA,"$2,250,000",perduwi01
2001-02,Los Angeles Clippers,NBA,"$1,320,000",perduwi01
Career,(may be incomplete),,"$22,370,725",perduwi01
