Season,Team,Lg,Salary,player_id
2017-18,Atlanta Hawks,NBA,< $Minimum,magetjo01
2019-20,Orlando Magic,NBA,"$81,678",magetjo01
Career,(may be incomplete),,"$81,678",magetjo01
