Season,Team,Lg,Salary,player_id
2014-15,Golden State Warriors,NBA,"$35,000",kilpase01
2014-15,Minnesota Timberwolves,NBA,"$29,843",kilpase01
2015-16,Brooklyn Nets,NBA,"$320,594",kilpase01
2015-16,Denver Nuggets,NBA,"$99,418",kilpase01
2016-17,Brooklyn Nets,NBA,"$980,431",kilpase01
2017-18,Chicago Bulls,NBA,"$2,163,006",kilpase01
2017-18,Brooklyn Nets,NBA,"$1,524,305",kilpase01
2017-18,Milwaukee Bucks,NBA,"$789,725",kilpase01
2017-18,Los Angeles Clippers,NBA,"$166,258",kilpase01
Career,(may be incomplete),,"$6,108,580",kilpase01
