Season,Team,Lg,Salary,player_id
2019-20,Boston Celtics,NBA,"$898,310",greenja02
2020-21,Chicago Bulls,NBA,"$1,517,981",greenja02
2021-22,Chicago Bulls,NBA,"$1,669,178",greenja02
Career,(may be incomplete),,"$4,085,469",greenja02
