Season,Team,Lg,Salary,player_id
2005-06,New York Knicks,NBA,"$2,162,880",fryech01
2006-07,New York Knicks,NBA,"$2,325,000",fryech01
2007-08,Portland Trail Blazers,NBA,"$2,487,240",fryech01
2008-09,Portland Trail Blazers,NBA,"$3,163,769",fryech01
2009-10,Phoenix Suns,NBA,"$2,000,000",fryech01
2010-11,Phoenix Suns,NBA,"$5,200,000",fryech01
2011-12,Phoenix Suns,NBA,"$5,600,000",fryech01
2012-13,Phoenix Suns,NBA,"$6,000,000",fryech01
2013-14,Phoenix Suns,NBA,"$6,400,000",fryech01
2014-15,Orlando Magic,NBA,"$8,175,476",fryech01
2015-16,Cleveland Cavaliers,NBA,"$7,807,579",fryech01
2016-17,Cleveland Cavaliers,NBA,"$7,806,971",fryech01
2017-18,Los Angeles Lakers,NBA,"$7,420,912",fryech01
2018-19,Cleveland Cavaliers,NBA,"$2,393,887",fryech01
Career,(may be incomplete),,"$68,943,714",fryech01
