Season,Team,Lg,Salary,player_id
2020-21,New York Knicks,NBA,"$4,862,040",toppiob01
2021-22,New York Knicks,NBA,"$5,105,160",toppiob01
Career,(may be incomplete),,"$9,967,200",toppiob01
