Season,Team,Lg,Salary,player_id
2011-12,Boston Celtics,NBA,"$762,195",stiemgr01
2012-13,Minnesota Timberwolves,NBA,"$2,575,000",stiemgr01
2013-14,New Orleans Pelicans,NBA,"$2,676,000",stiemgr01
2014-15,Toronto Raptors,NBA,"$981,084",stiemgr01
Career,(may be incomplete),,"$6,994,279",stiemgr01
