Season,Team,Lg,Salary,player_id
1993-94,Minnesota Timberwolves,NBA,"$2,000,000",rideris01
1994-95,Minnesota Timberwolves,NBA,"$2,500,000",rideris01
1995-96,Minnesota Timberwolves,NBA,"$3,010,000",rideris01
1996-97,Portland Trail Blazers,NBA,"$3,610,000",rideris01
1997-98,Portland Trail Blazers,NBA,"$4,210,000",rideris01
1998-99,Portland Trail Blazers,NBA,"$4,810,000",rideris01
1999-00,Atlanta Hawks,NBA,"$5,410,000",rideris01
2000-01,Los Angeles Lakers,NBA,"$736,000",rideris01
2001-02,Denver Nuggets,NBA,"$112,797",rideris01
Career,(may be incomplete),,"$26,398,797",rideris01
