Season,Team,Lg,Salary,player_id
1996-97,Indiana Pacers,NBA,"$1,184,000",dampier01
1997-98,Golden State Warriors,NBA,"$1,478,880",dampier01
1998-99,Golden State Warriors,NBA,"$1,538,000",dampier01
1999-00,Golden State Warriors,NBA,"$4,988,000",dampier01
2000-01,Golden State Warriors,NBA,"$5,610,000",dampier01
2001-02,Golden State Warriors,NBA,"$6,235,000",dampier01
2002-03,Golden State Warriors,NBA,"$6,858,500",dampier01
2003-04,Golden State Warriors,NBA,"$7,842,000",dampier01
2004-05,Dallas Mavericks,NBA,"$7,700,000",dampier01
2005-06,Dallas Mavericks,NBA,"$8,662,500",dampier01
2006-07,Dallas Mavericks,NBA,"$9,628,000",dampier01
2007-08,Dallas Mavericks,NBA,"$10,590,500",dampier01
2008-09,Dallas Mavericks,NBA,"$11,553,000",dampier01
2009-10,Dallas Mavericks,NBA,"$12,115,500",dampier01
2010-11,Miami Heat,NBA,"$1,129,469",dampier01
2011-12,Atlanta Hawks,NBA,"$850,522",dampier01
Career,(may be incomplete),,"$97,963,871",dampier01
