Season,Team,Lg,Salary,player_id
2008-09,Utah Jazz,NBA,"$1,129,320",koufoko01
2009-10,Utah Jazz,NBA,"$1,214,040",koufoko01
2010-11,Denver Nuggets,NBA,"$1,352,640",koufoko01
2011-12,Denver Nuggets,NBA,"$2,203,792",koufoko01
2012-13,Denver Nuggets,NBA,"$3,000,000",koufoko01
2013-14,Memphis Grizzlies,NBA,"$3,000,000",koufoko01
2014-15,Memphis Grizzlies,NBA,"$3,000,000",koufoko01
2015-16,Sacramento Kings,NBA,"$7,500,000",koufoko01
2016-17,Sacramento Kings,NBA,"$8,046,500",koufoko01
2017-18,Sacramento Kings,NBA,"$8,393,000",koufoko01
2018-19,Sacramento Kings,NBA,"$8,739,500",koufoko01
Career,(may be incomplete),,"$47,578,792",koufoko01
