Season,Team,Lg,Salary,player_id
2009-10,Philadelphia 76ers,NBA,"$1,514,280",holidjr01
2010-11,Philadelphia 76ers,NBA,"$1,627,920",holidjr01
2011-12,Philadelphia 76ers,NBA,"$1,741,440",holidjr01
2012-13,Philadelphia 76ers,NBA,"$2,674,852",holidjr01
2013-14,New Orleans Pelicans,NBA,"$9,213,484",holidjr01
2014-15,New Orleans Pelicans,NBA,"$9,904,495",holidjr01
2015-16,New Orleans Pelicans,NBA,"$10,595,507",holidjr01
2016-17,New Orleans Pelicans,NBA,"$11,286,518",holidjr01
2017-18,New Orleans Pelicans,NBA,"$25,686,667",holidjr01
2018-19,New Orleans Pelicans,NBA,"$25,976,111",holidjr01
2019-20,New Orleans Pelicans,NBA,"$26,131,111",holidjr01
2020-21,Milwaukee Bucks,NBA,"$25,876,111",holidjr01
2021-22,Milwaukee Bucks,NBA,"$30,133,333",holidjr01
Career,(may be incomplete),,"$182,361,829",holidjr01
