Season,Team,Lg,Salary,player_id
2001-02,Washington Wizards,NBA,"$3,697,440",brownkw01
2002-03,Washington Wizards,NBA,"$3,974,760",brownkw01
2003-04,Washington Wizards,NBA,"$4,252,080",brownkw01
2004-05,Washington Wizards,NBA,"$5,361,873",brownkw01
2005-06,Los Angeles Lakers,NBA,"$7,500,000",brownkw01
2006-07,Los Angeles Lakers,NBA,"$8,287,500",brownkw01
2007-08,Memphis Grizzlies,NBA,"$9,075,000",brownkw01
2008-09,Detroit Pistons,NBA,"$4,000,000",brownkw01
2009-10,Detroit Pistons,NBA,"$4,100,000",brownkw01
2010-11,Charlotte Bobcats,NBA,"$1,229,255",brownkw01
2011-12,Golden State Warriors,NBA,"$6,750,000",brownkw01
2012-13,Philadelphia 76ers,NBA,"$2,819,044",brownkw01
2013-14,Philadelphia 76ers,NBA,"$2,945,901",brownkw01
Career,(may be incomplete),,"$63,992,853",brownkw01
