Season,Team,Lg,Salary,player_id
2017-18,Dallas Mavericks,NBA,< $Minimum,motlejo01
2018-19,Los Angeles Clippers,NBA,< $Minimum,motlejo01
2019-20,Los Angeles Clippers,NBA,< $Minimum,motlejo01
Career,(may be incomplete),,$0,motlejo01
