Season,Team,Lg,Salary,player_id
1987-88,Seattle SuperSonics,NBA,"$129,000",mcmilna01
1988-89,Seattle SuperSonics,NBA,"$159,000",mcmilna01
1990-91,Seattle SuperSonics,NBA,"$658,000",mcmilna01
1991-92,Seattle SuperSonics,NBA,"$733,000",mcmilna01
1992-93,Seattle SuperSonics,NBA,"$750,000",mcmilna01
1993-94,Seattle SuperSonics,NBA,"$850,000",mcmilna01
1994-95,Seattle SuperSonics,NBA,"$1,060,000",mcmilna01
1995-96,Seattle SuperSonics,NBA,"$1,265,000",mcmilna01
1996-97,Seattle SuperSonics,NBA,"$1,355,000",mcmilna01
1997-98,Seattle SuperSonics,NBA,"$3,500,000",mcmilna01
Career,(may be incomplete),,"$10,459,000",mcmilna01
