Season,Team,Lg,Salary,player_id
1990-91,New York Knicks,NBA,"$300,000",grantgr01
1992-93,Philadelphia 76ers,NBA,"$270,000",grantgr01
1994-95,Orlando Magic,NBA,"$150,000",grantgr01
Career,(may be incomplete),,"$720,000",grantgr01
