Season,Team,Lg,Salary,player_id
2014-15,Denver Nuggets,NBA,"$1,790,280",lauvejo01
2015-16,Denver Nuggets,NBA,"$1,709,720",lauvejo01
2016-17,Chicago Bulls,NBA,"$1,709,720",lauvejo01
2017-18,San Antonio Spurs,NBA,"$1,524,305",lauvejo01
Career,(may be incomplete),,"$6,734,025",lauvejo01
