Season,Team,Lg,Salary,player_id
1984-85,Atlanta Hawks,NBA,"$170,000",wittmra01
1985-86,Atlanta Hawks,NBA,"$200,000",wittmra01
1987-88,Atlanta Hawks,NBA,"$350,000",wittmra01
1988-89,Sacramento Kings,NBA,"$400,000",wittmra01
1990-91,Indiana Pacers,NBA,"$500,000",wittmra01
1991-92,Indiana Pacers,NBA,"$550,000",wittmra01
1992-93,Indiana Pacers,NBA,"$300,000",wittmra01
Career,(may be incomplete),,"$2,470,000",wittmra01
