Season,Team,Lg,Salary,player_id
1998-99,Los Angeles Clippers,NBA,"$2,700,000",olowomi01
1999-00,Los Angeles Clippers,NBA,"$3,456,240",olowomi01
2000-01,Los Angeles Clippers,NBA,"$3,697,440",olowomi01
2001-02,Los Angeles Clippers,NBA,"$4,662,472",olowomi01
2002-03,Los Angeles Clippers,NBA,"$6,061,213",olowomi01
2003-04,Minnesota Timberwolves,NBA,"$4,917,000",olowomi01
2004-05,Minnesota Timberwolves,NBA,"$5,408,700",olowomi01
2005-06,Minnesota Timberwolves,NBA,"$5,900,400",olowomi01
2006-07,Boston Celtics,NBA,"$1,103,225",olowomi01
Career,(may be incomplete),,"$37,906,690",olowomi01
