Season,Team,Lg,Salary,player_id
2009-10,Oklahoma City Thunder,NBA,"$4,054,160",hardeja01
2010-11,Oklahoma City Thunder,NBA,"$4,304,520",hardeja01
2011-12,Oklahoma City Thunder,NBA,"$4,604,760",hardeja01
2012-13,Houston Rockets,NBA,"$5,820,417",hardeja01
2013-14,Houston Rockets,NBA,"$13,701,250",hardeja01
2014-15,Houston Rockets,NBA,"$14,728,844",hardeja01
2015-16,Houston Rockets,NBA,"$15,756,438",hardeja01
2016-17,Houston Rockets,NBA,"$26,540,100",hardeja01
2017-18,Houston Rockets,NBA,"$28,299,399",hardeja01
2018-19,Houston Rockets,NBA,"$30,421,854",hardeja01
2019-20,Houston Rockets,NBA,"$38,199,000",hardeja01
2020-21,Brooklyn Nets,NBA,"$41,254,920",hardeja01
2021-22,Philadelphia 76ers,NBA,"$44,310,840",hardeja01
Career,(may be incomplete),,"$271,996,502",hardeja01
