Season,Team,Lg,Salary,player_id
2011-12,San Antonio Spurs,NBA,"$1,731,960",leonaka01
2012-13,San Antonio Spurs,NBA,"$1,861,920",leonaka01
2013-14,San Antonio Spurs,NBA,"$1,887,840",leonaka01
2014-15,San Antonio Spurs,NBA,"$2,894,059",leonaka01
2015-16,San Antonio Spurs,NBA,"$16,500,000",leonaka01
2016-17,San Antonio Spurs,NBA,"$17,638,063",leonaka01
2017-18,San Antonio Spurs,NBA,"$18,868,625",leonaka01
2018-19,Toronto Raptors,NBA,"$23,114,067",leonaka01
2019-20,Los Angeles Clippers,NBA,"$32,742,000",leonaka01
2020-21,Los Angeles Clippers,NBA,"$34,379,100",leonaka01
2021-22,Los Angeles Clippers,NBA,"$39,344,900",leonaka01
Career,(may be incomplete),,"$190,962,534",leonaka01
