Season,Team,Lg,Salary,player_id
2004-05,Orlando Magic,NBA,"$385,277",kasunma01
2005-06,Orlando Magic,NBA,"$682,050",kasunma01
2006-07,Orlando Magic,NBA,"$919,551",kasunma01
Career,(may be incomplete),,"$1,986,878",kasunma01
