Season,Team,Lg,Salary,player_id
1998-99,Seattle SuperSonics,NBA,"$287,500",lewisra02
1999-00,Seattle SuperSonics,NBA,"$385,000",lewisra02
2000-01,Seattle SuperSonics,NBA,"$3,920,000",lewisra02
2001-02,Seattle SuperSonics,NBA,"$4,413,375",lewisra02
2002-03,Seattle SuperSonics,NBA,"$6,233,766",lewisra02
2003-04,Seattle SuperSonics,NBA,"$7,012,987",lewisra02
2004-05,Seattle SuperSonics,NBA,"$7,792,208",lewisra02
2005-06,Seattle SuperSonics,NBA,"$8,571,429",lewisra02
2006-07,Seattle SuperSonics,NBA,"$9,350,649",lewisra02
2007-08,Orlando Magic,NBA,"$14,880,000",lewisra02
2008-09,Orlando Magic,NBA,"$16,447,871",lewisra02
2009-10,Orlando Magic,NBA,"$18,876,000",lewisra02
2010-11,Washington Wizards,NBA,"$19,573,711",lewisra02
2011-12,Washington Wizards,NBA,"$21,136,631",lewisra02
2012-13,New Orleans Hornets,NBA,"$13,700,000",lewisra02
2012-13,Miami Heat,NBA,"$1,352,181",lewisra02
2013-14,Miami Heat,NBA,"$1,399,507",lewisra02
Career,(may be incomplete),,"$155,332,815",lewisra02
