Season,Team,Lg,Salary,player_id
2004-05,Charlotte Bobcats,NBA,"$3,739,680",okafoem01
2005-06,Charlotte Bobcats,NBA,"$4,020,120",okafoem01
2006-07,Charlotte Bobcats,NBA,"$4,300,560",okafoem01
2007-08,Charlotte Bobcats,NBA,"$5,427,307",okafoem01
2008-09,Charlotte Bobcats,NBA,"$9,537,500",okafoem01
2009-10,New Orleans Hornets,NBA,"$10,538,937",okafoem01
2010-11,New Orleans Hornets,NBA,"$11,495,000",okafoem01
2011-12,New Orleans Hornets,NBA,"$12,541,812",okafoem01
2012-13,Washington Wizards,NBA,"$13,490,000",okafoem01
2013-14,Phoenix Suns,NBA,"$14,487,500",okafoem01
2017-18,New Orleans Pelicans,NBA,"$774,914",okafoem01
Career,(may be incomplete),,"$90,353,330",okafoem01
