Season,Team,Lg,Salary,player_id
2019-20,Utah Jazz,NBA,< $Minimum,brantja01
2020-21,Utah Jazz,NBA,< $Minimum,brantja01
2021-22,Utah Jazz,NBA,"$84,414",brantja01
Career,(may be incomplete),,"$84,414",brantja01
