Season,Team,Lg,Salary,player_id
1992-93,Charlotte Hornets,NBA,"$140,000",benneto01
1993-94,Charlotte Hornets,NBA,"$182,000",benneto01
1994-95,Charlotte Hornets,NBA,"$224,000",benneto01
Career,(may be incomplete),,"$546,000",benneto01
