Season,Team,Lg,Salary,player_id
2012-13,Toronto Raptors,NBA,"$3,627,720",valanjo01
2013-14,Toronto Raptors,NBA,"$3,526,440",valanjo01
2014-15,Toronto Raptors,NBA,"$3,678,360",valanjo01
2015-16,Toronto Raptors,NBA,"$4,660,482",valanjo01
2016-17,Toronto Raptors,NBA,"$14,382,022",valanjo01
2017-18,Toronto Raptors,NBA,"$15,460,675",valanjo01
2018-19,Memphis Grizzlies,NBA,"$16,539,326",valanjo01
2019-20,Memphis Grizzlies,NBA,"$16,000,000",valanjo01
2020-21,Memphis Grizzlies,NBA,"$15,000,000",valanjo01
2021-22,New Orleans Pelicans,NBA,"$14,000,000",valanjo01
Career,(may be incomplete),,"$106,875,025",valanjo01
