Season,Team,Lg,Salary,player_id
2018-19,Sacramento Kings,NBA,< $Minimum,gabriwe01
2019-20,Portland Trail Blazers,NBA,"$1,445,697",gabriwe01
2020-21,New Orleans Pelicans,NBA,"$1,620,564",gabriwe01
2021-22,Los Angeles Clippers,NBA,"$198,760",gabriwe01
2021-22,Brooklyn Nets,NBA,"$99,380",gabriwe01
2021-22,New Orleans Pelicans,NBA,"$99,380",gabriwe01
2021-22,Los Angeles Lakers,NBA,"$29,814 (TW)",gabriwe01
Career,(may be incomplete),,"$3,493,595",gabriwe01
