Season,Team,Lg,Salary,player_id
2001-02,Detroit Pistons,NBA,"$3,500,000",rebraze01
2002-03,Detroit Pistons,NBA,"$3,850,000",rebraze01
2003-04,Detroit Pistons,NBA,"$4,200,000",rebraze01
2004-05,Los Angeles Clippers,NBA,"$2,500,000",rebraze01
2005-06,Los Angeles Clippers,NBA,"$3,000,000",rebraze01
2006-07,Los Angeles Clippers,NBA,"$3,240,000",rebraze01
Career,(may be incomplete),,"$20,290,000",rebraze01
