Season,Team,Lg,Salary,player_id
1987-88,Detroit Pistons,NBA,"$335,000",sallejo01
1988-89,Detroit Pistons,NBA,"$380,000",sallejo01
1990-91,Detroit Pistons,NBA,"$575,000",sallejo01
1991-92,Detroit Pistons,NBA,"$2,000,000",sallejo01
1992-93,Miami Heat,NBA,"$2,002,000",sallejo01
1993-94,Miami Heat,NBA,"$2,452,000",sallejo01
1994-95,Miami Heat,NBA,"$2,652,000",sallejo01
1995-96,Toronto Raptors,NBA,"$2,402,000",sallejo01
1996-97,Toronto Raptors,NBA,"$2,225,000",sallejo01
1999-00,Los Angeles Lakers,NBA,"$510,000",sallejo01
Career,(may be incomplete),,"$15,533,000",sallejo01
