Season,Team,Lg,Salary,player_id
2011-12,Cleveland Cavaliers,NBA,"$5,144,280",irvinky01
2012-13,Cleveland Cavaliers,NBA,"$5,530,080",irvinky01
2013-14,Cleveland Cavaliers,NBA,"$5,607,240",irvinky01
2014-15,Cleveland Cavaliers,NBA,"$7,070,730",irvinky01
2015-16,Cleveland Cavaliers,NBA,"$14,746,000",irvinky01
2016-17,Cleveland Cavaliers,NBA,"$17,638,063",irvinky01
2017-18,Boston Celtics,NBA,"$18,868,625",irvinky01
2018-19,Boston Celtics,NBA,"$20,099,189",irvinky01
2019-20,Brooklyn Nets,NBA,"$31,742,000",irvinky01
2020-21,Brooklyn Nets,NBA,"$33,460,350",irvinky01
2021-22,Brooklyn Nets,NBA,"$34,916,200",irvinky01
Career,(may be incomplete),,"$194,822,757",irvinky01
