Season,Team,Lg,Salary,player_id
1984-85,Detroit Pistons,NBA,"$110,000",campbto01
1985-86,Detroit Pistons,NBA,"$155,000",campbto01
1987-88,Los Angeles Lakers,NBA,"$75,000",campbto01
1988-89,Los Angeles Lakers,NBA,"$270,000",campbto01
1990-91,Minnesota Timberwolves,NBA,"$1,200,000",campbto01
1991-92,Minnesota Timberwolves,NBA,"$1,183,000",campbto01
1992-93,New York Knicks,NBA,"$1,383,000",campbto01
1993-94,Dallas Mavericks,NBA,"$1,682,000",campbto01
1994-95,Cleveland Cavaliers,NBA,"$650,000",campbto01
Career,(may be incomplete),,"$6,708,000",campbto01
