Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,26-119,NJN,@,DET,W (+2),0,4:00,0,0,,0,0,,0,0,0,2,,,,3,0,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
2,2,1978-10-18,26-124,NJN,@,HOU,L (-52),0,17:00,3,5,.600,2,2,1.000,,,4,5,0,0,,4,8,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
3,3,1978-11-01,26-138,NJN,,MIL,W (+21),0,17:00,2,7,.286,6,6,1.000,,,5,3,3,0,3,3,10,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
4,4,1978-11-03,26-140,NJN,,SEA,L (-21),0,21:00,4,11,.364,0,0,,1,2,3,3,,,,4,8,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
5,5,1978-11-10,26-147,NJN,,POR,W (+5),0,24:00,5,12,.417,9,10,.900,0,3,3,4,0,0,0,3,19,14.7,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
6,6,1978-11-11,26-148,NJN,@,CHI,W (+13),0,31:00,5,11,.455,7,7,1.000,1,6,7,5,2,0,3,4,17,14.7,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
7,7,1978-11-14,26-151,NJN,,PHI,W (+16),0,21:00,5,7,.714,7,9,.778,,,4,2,,,,4,17,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
8,8,1978-11-17,26-154,NJN,,WSB,L (-49),0,22:00,1,10,.100,7,7,1.000,,,1,1,,,,1,9,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
9,9,1978-11-18,26-155,NJN,@,KCK,L (-14),0,3:00,0,0,,0,0,,0,0,0,0,0,,,0,0,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
10,10,1978-11-29,26-166,NJN,@,SEA,L (-14),0,14:00,2,6,.333,4,6,.667,2,0,2,3,,,,2,8,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
11,11,1978-12-09,26-176,NJN,,SDC,W (+5),0,10:00,1,2,.500,2,2,1.000,0,0,0,0,0,1,0,3,4,2.5,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
12,12,1978-12-15,26-182,NJN,,ATL,L (-17),0,18:00,3,7,.429,7,7,1.000,0,0,0,4,,0,,4,13,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
13,13,1978-12-20,26-187,NJN,,HOU,L (-3),0,6:00,0,3,.000,1,2,.500,,,1,0,1,0,,0,1,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
14,14,1978-12-27,26-194,NJN,,NYK,L (-11),0,5:00,1,2,.500,0,0,,,,1,0,,,,2,2,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
15,15,1978-12-29,26-196,NJN,,KCK,L (-11),0,17:00,4,7,.571,1,1,1.000,,,1,3,3,0,,3,9,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
16,16,1979-01-03,26-201,NJN,@,HOU,L (-5),0,15:00,4,6,.667,5,5,1.000,,,2,3,1,0,,2,13,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
17,17,1979-01-04,26-202,NJN,@,NOJ,W (+13),0,14:00,2,5,.400,3,4,.750,,,1,2,,,,1,7,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
18,18,1979-01-05,26-203,NJN,,SAS,L (-6),0,28:00,8,12,.667,3,4,.750,,,4,2,3,0,3,2,19,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
19,19,1979-01-10,26-208,NJN,,CHI,L (-4),0,1:00,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
20,20,1979-01-24,26-222,NJN,,CLE,L (-9),0,7:00,0,1,.000,0,0,,0,0,0,3,1,0,1,4,0,-0.2,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
21,21,1979-01-30,26-228,NJN,@,LAL,L (-19),0,11:00,1,2,.500,2,2,1.000,0,1,1,1,1,0,0,2,4,4.2,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
22,22,1979-02-02,26-231,NJN,@,POR,L (-17),0,19:00,3,5,.600,4,5,.800,0,2,2,2,2,0,2,2,10,8.5,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
23,23,1979-02-06,26-235,NJN,@,CLE,L (-19),0,9:00,1,4,.250,2,2,1.000,0,0,0,1,0,0,0,0,4,2.3,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
24,24,1979-02-09,26-238,PHI,,SDC,W (+11),0,2:00,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
25,25,1979-02-14,26-243,PHI,,KCK,L (-2),0,5:00,0,1,.000,0,0,,,,1,0,0,0,,1,0,,1979,skinnal01,https://www.basketball-reference.com/players/s/skinnal01/gamelog/1979
