Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1975-10-23,24-358,WSB,,KCK,W (+12),1,46:00,9,20,.450,3,3,1.000,,,7,6,,2,3,21,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
2,2,1975-11-01,25-002,WSB,@,GSW,L (-11),1,34:00,3,12,.250,5,8,.625,1,3,4,3,1,0,2,11,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
3,3,1975-11-02,25-003,WSB,@,SEA,W (+9),1,33:00,6,11,.545,4,5,.800,0,0,0,6,,,4,16,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
4,4,1975-11-04,25-005,WSB,,CLE,W (+17),1,40:00,9,16,.563,1,1,1.000,0,1,1,6,3,1,2,19,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
5,5,1975-11-06,25-007,WSB,,SEA,W (+10),1,37:00,10,19,.526,5,5,1.000,,,3,3,,,2,25,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
6,6,1975-11-08,25-009,WSB,,MIL,L (-4),1,50:00,9,22,.409,3,3,1.000,,,3,1,5,,1,21,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
7,7,1975-11-11,25-012,WSB,@,BUF,W (+15),1,38:00,7,17,.412,1,1,1.000,,,3,6,,,3,15,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
8,8,1975-11-13,25-014,WSB,,BOS,W (+3),1,41:00,9,19,.474,6,7,.857,,,7,4,,,1,24,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
9,9,1975-11-14,25-015,WSB,@,ATL,L (-9),1,41:00,8,20,.400,2,4,.500,,,1,1,,,3,18,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
10,10,1975-11-15,25-016,WSB,@,PHI,L (-1),1,,10,29,.345,5,6,.833,,,10,3,,,2,25,1976,cheniph01,https://www.basketball-reference.com/players/c/cheniph01/gamelog/1976
