Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-21,29-340,BOS,@,IND,W (+7),1,47:00,8,22,.364,7,8,.875,,,5,3,2,2,0,23,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
2,2,1976-10-23,29-342,BOS,@,MIL,W (+4),1,50:00,12,26,.462,5,7,.714,,,5,5,,,1,29,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
3,3,1976-10-28,29-347,BOS,,BUF,W (+7),1,38:00,7,15,.467,1,1,1.000,,,4,4,,,3,15,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
4,4,1976-10-30,29-349,BOS,@,SAS,W (+9),1,44:00,10,23,.435,7,9,.778,,,4,10,1,1,1,27,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
5,5,1976-11-02,29-352,BOS,@,NOJ,L (-18),1,44:00,8,20,.400,1,2,.500,,,6,3,,,1,17,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
6,6,1976-11-03,29-353,BOS,@,HOU,L (-6),1,43:00,5,14,.357,1,1,1.000,,,5,12,0,1,6,11,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
7,7,1976-11-05,29-355,BOS,,WSB,L (-3),1,41:00,7,14,.500,12,14,.857,,,1,5,,,4,26,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
8,8,1976-11-06,29-356,BOS,@,WSB,L (-6),1,40:00,10,21,.476,7,8,.875,,,7,7,,,3,27,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
9,9,1976-11-10,29-360,BOS,,LAL,W (+5),1,39:00,11,18,.611,6,6,1.000,,,3,6,,,4,28,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
10,10,1976-11-12,29-362,BOS,,NOJ,W (+7),1,41:00,9,22,.409,2,2,1.000,,,6,5,,,2,20,1977,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1977
