Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,23-102,PHO,,GSW,W (+17),0,2:00,0,1,.000,0,2,.000,1,0,1,0,0,0,0,1,0,-1.2,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
2,2,1977-10-29,23-113,PHO,@,HOU,L (-13),0,2:00,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
3,3,1977-10-31,23-115,PHO,,SAS,L (-2),0,2:00,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
4,4,1977-11-03,23-118,PHO,@,SAS,W (+21),0,9:00,2,5,.400,0,0,,2,1,3,0,0,1,0,0,4,3.7,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
5,5,1977-11-04,23-119,PHO,@,WSB,L (-17),0,4:00,1,1,1.000,0,0,,1,0,1,1,0,0,0,0,2,3.1,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
6,6,1977-11-05,23-120,PHO,@,CHI,L (-17),0,11:00,3,5,.600,0,0,,1,2,3,1,0,1,1,3,6,4.2,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
7,7,1977-11-10,23-125,PHO,,NOJ,W (+16),0,2:00,0,1,.000,0,0,,1,1,2,0,0,0,1,0,0,-0.7,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
8,8,1977-11-18,23-133,PHO,,CHI,W (+2),0,1:00,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
9,9,1977-11-20,23-135,PHO,,SAS,W (+22),0,12:00,1,3,.333,0,2,.000,1,3,4,2,0,0,3,3,2,-1.7,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
10,10,1977-11-24,23-139,PHO,@,CLE,L (-15),0,4:00,1,2,.500,1,2,.500,0,0,0,0,0,0,0,0,3,1.6,1978,forreba01,https://www.basketball-reference.com/players/f/forreba01/gamelog/1978
