Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
15,15,1974-12-01,25-236,LAL,,PHO,W (+6),0,12:00,3,7,.429,,,,3,4,.750,3,4,7,1,1,0,,4,9,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
16,16,1974-12-03,25-238,LAL,@,NYK,L (-5),0,26:00,4,8,.500,,,,3,3,1.000,1,2,3,0,1,0,,5,11,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
17,17,1974-12-04,25-239,LAL,@,BOS,L (-11),0,14:00,1,3,.333,,,,6,8,.750,1,2,3,0,1,0,,3,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
18,18,1974-12-21,25-256,LAL,@,PHO,L (-10),0,3:00,1,1,1.000,,,,0,0,,0,0,0,0,0,0,,1,2,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
19,19,1974-12-22,25-257,LAL,,POR,W (+13),0,3:00,0,1,.000,,,,0,0,,0,1,1,0,0,0,,1,0,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
20,20,1974-12-27,25-262,LAL,@,CHI,W (+12),0,5:00,1,5,.200,,,,1,2,.500,1,0,1,0,0,0,,1,3,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
21,21,1974-12-28,25-263,LAL,@,ATL,L (-17),0,15:00,1,5,.200,,,,6,7,.857,1,4,5,3,,,,4,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
22,22,1974-12-30,25-265,LAL,@,HOU,L (-13),0,9:00,2,5,.400,,,,0,0,,1,0,1,0,0,0,,0,4,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
23,23,1975-01-03,25-269,LAL,,BOS,L (-21),0,15:00,5,8,.625,,,,4,5,.800,2,4,6,1,1,0,,3,14,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
24,24,1975-01-07,25-273,LAL,@,BUF,L (-8),0,15:00,2,10,.200,,,,1,3,.333,1,2,3,0,0,,,1,5,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
25,25,1975-01-08,25-274,LAL,@,PHI,W (+8),1,25:00,3,7,.429,,,,2,2,1.000,0,4,4,1,1,4,,4,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
26,26,1975-01-10,25-276,LAL,@,BOS,L (-6),0,26:00,8,15,.533,,,,2,3,.667,2,2,4,3,0,1,,3,18,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
27,27,1975-01-11,25-277,LAL,@,WSB,L (-12),0,27:00,4,12,.333,,,,2,2,1.000,3,6,9,0,1,1,,4,10,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
28,28,1975-01-21,25-287,LAL,@,GSW,L (-30),0,3:00,4,4,1.000,,,,0,0,,0,0,0,0,0,0,,1,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
29,29,1975-01-24,25-290,LAL,,NOJ,W (+2),0,10:00,1,5,.200,,,,2,3,.667,1,1,2,2,0,0,,2,4,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
30,30,1975-01-28,25-294,LAL,@,HOU,L (-15),0,4:00,4,4,1.000,,,,1,1,1.000,0,0,0,0,0,0,,1,9,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
