Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1974-10-18,25-192,LAL,,GSW,W (+15),0,22:00,4,5,.800,,,,2,4,.500,0,8,8,3,3,2,,2,10,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
2,2,1974-10-20,25-194,LAL,,KCO,L (-10),0,14:00,4,7,.571,,,,0,0,,2,0,2,0,0,,,1,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
3,3,1974-10-25,25-199,LAL,,DET,L (-3),0,6:00,1,3,.333,,,,0,0,,0,0,0,2,0,,,2,2,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
4,4,1974-10-30,25-204,LAL,@,SEA,L (-20),0,20:00,4,8,.500,,,,1,1,1.000,2,3,5,1,1,0,,6,9,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
5,5,1974-11-01,25-206,LAL,,MIL,W (+23),0,5:00,2,4,.500,,,,1,2,.500,1,2,3,1,0,1,,0,5,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
6,6,1974-11-03,25-208,LAL,,BUF,L (-23),0,16:00,3,8,.375,,,,4,4,1.000,3,3,6,0,2,1,,1,10,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
7,7,1974-11-08,25-213,LAL,,NYK,L (-12),0,8:00,2,3,.667,,,,0,0,,0,4,4,1,0,0,,0,4,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
8,8,1974-11-17,25-222,LAL,,CHI,L (-20),0,15:00,5,8,.625,,,,3,7,.429,0,2,2,1,0,1,,0,13,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
9,9,1974-11-22,25-227,LAL,,HOU,W (+6),1,23:00,2,12,.167,,,,0,1,.000,3,6,9,1,0,0,,3,4,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
10,10,1974-11-24,25-229,LAL,,WSB,L (-3),1,11:00,1,4,.250,,,,0,0,,1,0,1,2,2,0,,5,2,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
11,11,1974-11-26,25-231,LAL,@,MIL,W (+3),1,26:00,4,7,.571,,,,0,0,,0,3,3,2,1,0,,4,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
12,12,1974-11-27,25-232,LAL,@,KCO,L (-18),0,26:00,4,10,.400,,,,0,0,,1,2,3,1,0,0,,2,8,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
13,13,1974-11-29,25-234,LAL,,NOJ,W (+5),0,18:00,2,6,.333,,,,0,0,,1,1,2,0,0,0,,5,4,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
14,14,1974-11-30,25-235,LAL,@,GSW,L (-10),0,9:00,3,9,.333,,,,3,4,.750,0,2,2,0,0,0,,0,9,1975,lovest01,https://www.basketball-reference.com/players/l/lovest01/gamelog/1975
