Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1971-10-30,23-049,NYK,,PHI,L (-7),0,12:00,2,5,0.4,,,,4,5,0.8,,,2,3,,,1,8,1972,pricemi01,https://www.basketball-reference.com/players/p/pricemi01/gamelog/1972
2,2,1971-11-03,23-053,NYK,@,HOU,W (+19),0,6:00,1,2,0.5,,,,2,2,1.0,,,0,1,,,1,4,1972,pricemi01,https://www.basketball-reference.com/players/p/pricemi01/gamelog/1972
3,3,1971-11-07,23-057,NYK,@,LAL,L (-7),0,4:00,1,2,0.5,,,,0,0,,,,0,0,,,3,2,1972,pricemi01,https://www.basketball-reference.com/players/p/pricemi01/gamelog/1972
4,4,1971-11-10,23-060,NYK,@,CIN,L (-14),0,9:00,0,1,0.0,,,,1,2,0.5,,,2,1,,,2,1,1972,pricemi01,https://www.basketball-reference.com/players/p/pricemi01/gamelog/1972
5,5,1971-11-13,23-063,NYK,,DET,W (+22),0,8:00,1,4,0.25,,,,2,2,1.0,,,2,0,,,2,4,1972,pricemi01,https://www.basketball-reference.com/players/p/pricemi01/gamelog/1972
6,6,1971-11-20,23-070,NYK,,BAL,W (+11),0,1:00,0,0,,,,,0,0,,,,0,1,,,1,0,1972,pricemi01,https://www.basketball-reference.com/players/p/pricemi01/gamelog/1972
