Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1976-01-22,26-118,LAL,@,GSW,L (-24),0,5:00,0,1,0.0,,,,0,0,,0,0,0,1,0,0,,2,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
2,2,1976-01-23,26-119,LAL,@,POR,L (-23),0,1:00,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
3,3,1976-02-01,26-128,LAL,,PHI,W (+21),0,4:00,1,1,1.0,,,,0,0,,0,0,0,0,0,0,,0,2,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
4,4,1976-02-08,26-135,LAL,@,ATL,W (+8),0,6:00,0,2,0.0,,,,0,0,,0,0,0,0,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
5,5,1976-02-10,26-137,LAL,,DET,W (+18),0,3:00,0,0,,,,,1,2,0.5,0,0,0,2,0,0,,0,1,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
6,6,1976-02-13,26-140,LAL,,NOJ,W (+14),0,4:00,2,2,1.0,,,,0,0,,0,1,1,0,0,0,,0,4,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
7,7,1976-02-18,26-145,LAL,@,HOU,L (-16),0,5:00,0,3,0.0,,,,0,0,,0,0,0,1,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
8,8,1976-03-12,26-168,LAL,,NYK,W (+18),0,2:00,0,0,,,,,0,0,,0,0,0,0,0,0,,1,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
9,9,1976-03-14,26-170,LAL,,BUF,W (+28),0,5:00,0,2,0.0,,,,0,0,,0,1,1,0,0,0,,1,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
10,10,1976-03-17,26-173,LAL,@,MIL,L (-13),0,1:00,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
11,11,1976-03-19,26-175,LAL,,DET,W (+15),0,3:00,0,1,0.0,,,,0,0,,0,0,0,0,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
12,12,1976-03-20,26-176,LAL,@,PHO,L (-13),0,2:00,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
13,13,1976-03-21,26-177,LAL,,MIL,L (-19),0,3:00,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
14,14,1976-03-23,26-179,LAL,,HOU,W (+19),0,4:00,0,1,0.0,,,,0,0,,0,0,0,2,0,0,,2,0,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
15,15,1976-03-26,26-182,LAL,,ATL,W (+22),0,4:00,0,1,0.0,,,,1,2,0.5,0,1,1,0,0,0,,1,1,1976,rochejo01,https://www.basketball-reference.com/players/r/rochejo01/gamelog/1976
