Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1959-10-17,26-115,BOS,,CIN,W (+4),,21:00,4,8,.500,2,4,.500,4,,1,10,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
2,2,1959-10-24,26-122,BOS,@,SYR,W (+12),,,7,,,2,6,.333,,,3,16,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
3,3,1959-10-31,26-129,BOS,@,NYK,W (+14),,,1,,,1,1,1.000,,,1,3,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
4,4,1959-11-01,26-130,BOS,@,CIN,W (+15),,,3,,,2,3,.667,4,,2,8,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
5,5,1959-11-03,26-132,BOS,@,STL,W (+5),,,5,9,.556,5,5,1.000,6,,3,15,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
6,6,1959-11-07,26-136,BOS,,PHW,W (+9),,,7,13,.538,2,2,1.000,5,0,2,16,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
7,7,1959-11-08,26-137,BOS,@,MNL,L (-21),,,6,12,.500,10,11,.909,,,2,22,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
8,8,1959-11-10,26-139,BOS,,DET,W (+19),,,4,9,.444,0,0,,0,,0,8,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
9,9,1959-11-11,26-140,BOS,,CIN,W (+33),,,2,,,4,6,.667,7,,2,8,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
10,10,1959-11-14,26-143,BOS,,STL,W (+2),,28:00,12,20,.600,3,3,1.000,10,,3,27,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
11,11,1959-11-15,26-144,BOS,@,CIN,W (+6),,,0,,,2,2,1.000,2,,0,2,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
12,12,1959-11-17,26-146,BOS,@,DET,W (+3),,,11,,,6,6,1.000,,,0,28,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
13,13,1959-11-18,26-147,BOS,@,SYR,L (-35),,33:00,10,20,.500,8,13,.615,7,4,1,28,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
14,14,1959-11-20,26-149,BOS,,SYR,W (+13),,20:00,6,9,.667,2,5,.400,6,,0,14,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
15,15,1959-11-21,26-150,BOS,@,NYK,W (+1),,,6,,,4,4,1.000,,,2,16,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
16,16,1959-11-25,26-154,BOS,,PHW,L (-10),,28:00,8,17,.471,4,4,1.000,5,5,1,20,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
17,17,1959-11-26,26-155,BOS,@,PHW,L (-13),,,3,13,.231,3,4,.750,10,2,0,9,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
18,18,1959-11-28,26-157,BOS,,DET,W (+26),,24:00,7,10,.700,5,5,1.000,4,,0,19,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
19,19,1959-11-29,26-158,BOS,,MNL,W (+16),,,2,8,.250,3,4,.750,,,2,7,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
20,20,1959-12-03,26-162,BOS,,CIN,W (+3),,,2,7,.286,0,0,,5,1,0,4,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
21,21,1959-12-04,26-163,BOS,,NYK,W (+15),,18:00,6,7,.857,1,1,1.000,9,,0,13,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
22,22,1959-12-08,26-167,BOS,@,NYK,W (+16),,,7,,,2,2,1.000,,,0,16,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
23,23,1959-12-09,26-168,BOS,,PHW,W (+21),,28:00,7,13,.538,2,3,.667,9,2,3,16,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
24,24,1959-12-11,26-170,BOS,,STL,W (+23),,19:00,2,7,.286,0,0,,2,,3,4,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
25,25,1959-12-12,26-171,BOS,@,PHW,W (+9),,,6,10,.600,4,4,1.000,4,2,0,16,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
26,26,1959-12-17,26-176,BOS,,NYK,W (+11),,18:00,5,8,.625,0,0,,,3,2,10,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
27,27,1959-12-19,26-178,BOS,,NYK,W (+3),,21:00,10,12,.833,2,2,1.000,4,0,1,22,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
28,28,1959-12-20,26-179,BOS,@,SYR,W (+5),,13:00,4,6,.667,0,0,,0,2,1,8,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
29,29,1959-12-22,26-181,BOS,@,DET,W (+32),,,5,,,0,0,,,,1,10,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
30,30,1959-12-25,26-184,BOS,@,NYK,W (+4),,,12,,,3,5,.600,,,6,27,1960,jonessa01,https://www.basketball-reference.com/players/j/jonessa01/gamelog/1960
