Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1974-10-19,27-052,MIL,@,CHI,L (-17),0,15:00,1,3,0.333,,,,0,0,,1.0,4.0,5,0,1.0,0.0,,0,2,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
2,2,1974-10-22,27-055,MIL,,CHI,W (+2),0,4:00,0,0,,,,,0,0,,0.0,0.0,0,0,0.0,0.0,,1,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
3,3,1974-10-26,27-059,MIL,@,WSB,L (-6),0,5:00,0,0,,,,,0,0,,,,2,0,0.0,0.0,,1,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
4,4,1974-11-01,27-065,MIL,@,LAL,L (-23),0,2:00,1,2,0.5,,,,0,0,,,,3,0,0.0,0.0,,0,2,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
5,5,1974-11-03,27-067,MIL,@,SEA,L (-12),0,1:00,0,0,,,,,0,0,,0.0,0.0,0,0,0.0,0.0,,0,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
6,6,1974-11-07,27-071,MIL,@,HOU,L (-10),0,5:00,0,0,,,,,0,0,,0.0,0.0,0,0,0.0,0.0,,0,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
7,7,1974-11-12,27-076,MIL,,BOS,L (-8),0,1:00,0,0,,,,,0,0,,,,1,0,0.0,0.0,,1,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
8,8,1974-11-16,27-080,MIL,,CLE,L (-3),0,9:00,0,3,0.0,,,,0,0,,,,1,1,,,,2,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
9,9,1974-11-19,27-083,MIL,,PHO,W (+14),0,1:00,0,1,0.0,,,,0,0,,0.0,0.0,0,0,0.0,0.0,,0,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
10,10,1974-11-21,27-085,MIL,@,KCO,W (+10),0,6:00,1,2,0.5,,,,1,2,0.5,,,3,2,0.0,0.0,,1,3,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
11,11,1974-11-23,27-087,MIL,@,NYK,W (+18),0,3:00,0,2,0.0,,,,0,0,,,,1,0,0.0,0.0,,1,0,1975,driscte01,https://www.basketball-reference.com/players/d/driscte01/gamelog/1975
