Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-22,30-340,WSB,,LAL,L (-19),1,36:00,5,14,.357,4,5,.800,,,10,0,,,5,14,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
2,2,1976-10-23,30-341,WSB,@,DET,W (+1),1,42:00,6,14,.429,9,14,.643,,,13,0,,,4,21,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
3,3,1976-10-27,30-345,WSB,@,NYN,L (-3),1,43:00,4,10,.400,2,2,1.000,,,11,1,,,4,10,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
4,4,1976-10-29,30-347,WSB,@,NOJ,L (-18),1,36:00,7,20,.350,9,12,.750,,,12,0,,,4,23,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
5,5,1976-10-30,30-348,WSB,@,HOU,L (-13),1,31:00,3,9,.333,4,4,1.000,,,9,1,,0,2,10,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
6,6,1976-11-03,30-352,WSB,,MIL,W (+12),1,40:00,9,18,.500,13,20,.650,,,14,2,2,6,2,31,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
7,7,1976-11-05,30-354,WSB,@,BOS,W (+3),1,45:00,12,23,.522,4,9,.444,,,9,2,,,3,28,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
8,8,1976-11-06,30-355,WSB,,BOS,W (+6),1,45:00,16,28,.571,4,5,.800,,,13,1,2,4,3,36,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
9,9,1976-11-09,30-358,WSB,@,NYK,L (-9),1,46:00,9,20,.450,1,2,.500,,,13,2,,,2,19,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
10,10,1976-11-10,30-359,WSB,,NOJ,W (+13),1,43:00,12,23,.522,6,9,.667,,,16,1,,,2,30,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
11,11,1976-11-12,30-361,WSB,@,PHI,L (-39),1,38:00,12,18,.667,2,4,.500,,,13,0,,,1,26,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
12,12,1976-11-13,30-362,WSB,,PHI,L (-5),1,31:00,3,11,.273,1,1,1.000,,,9,4,,6,5,7,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
13,13,1976-11-17,31-000,WSB,,NYK,W (+14),1,35:00,8,16,.500,1,1,1.000,,,7,1,,4,1,17,1977,hayesel01,https://www.basketball-reference.com/players/h/hayesel01/gamelog/1977
