Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-22,27-149,ATL,,CLE,W (+6),1,25:00,4,10,.400,5,6,.833,1,12,13,3,0,2,1,2,13,13.2,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
2,2,1977-10-25,27-152,ATL,@,BOS,L (-7),1,34:00,5,14,.357,4,4,1.000,,,9,3,,,,5,14,,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
3,3,1977-10-26,27-153,ATL,@,NJN,W (+3),1,44:00,6,14,.429,0,0,,,,10,2,,,,3,12,,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
4,4,1977-10-28,27-155,ATL,,LAL,W (+7),1,30:00,5,9,.556,1,2,.500,3,11,14,2,0,0,0,4,11,11.5,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
5,5,1977-11-01,27-159,ATL,,SEA,W (+3),1,34:00,5,11,.455,2,2,1.000,4,10,14,4,2,,,4,12,,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
6,6,1977-11-02,27-160,ATL,@,DET,W (+13),1,16:00,2,4,.500,0,0,,,,2,1,,,,6,4,,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
7,7,1977-11-04,27-162,ATL,@,KCK,W (+1),1,28:00,5,11,.455,0,1,.000,,,9,2,1,0,,1,10,,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
8,8,1977-11-05,27-163,ATL,,GSW,W (+6),1,29:00,7,14,.500,2,4,.500,3,5,8,2,3,0,0,1,16,15.8,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
9,9,1977-11-10,27-168,ATL,@,HOU,W (+31),1,27:00,7,11,.636,4,4,1.000,,,9,3,3,0,,3,18,,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
10,10,1977-11-11,27-169,ATL,,POR,L (-40),1,35:00,6,17,.353,0,0,,1,3,4,3,2,0,4,4,12,2.6,1978,hawesst01,https://www.basketball-reference.com/players/h/hawesst01/gamelog/1978
