Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1974-10-19,22-208,NOJ,@,WSB,L (-18),0,11:00,3,4,0.75,1,3,0.333,,,2,1.0,,0,0,7,1975,boydke01,https://www.basketball-reference.com/players/b/boydke01/gamelog/1975
2,2,1974-10-22,22-211,NOJ,@,BUF,L (-16),0,4:00,1,3,0.333,0,0,,0.0,0.0,0,0.0,,0,0,2,1975,boydke01,https://www.basketball-reference.com/players/b/boydke01/gamelog/1975
3,3,1974-11-05,22-225,NOJ,@,KCO,L (-18),0,,0,0,,1,3,0.333,0.0,0.0,0,0.0,,0,1,1,1975,boydke01,https://www.basketball-reference.com/players/b/boydke01/gamelog/1975
4,4,1974-11-06,22-226,NOJ,,BUF,L (-12),0,,0,1,0.0,3,5,0.6,,,1,1.0,,0,2,3,1975,boydke01,https://www.basketball-reference.com/players/b/boydke01/gamelog/1975
5,5,1974-11-16,22-236,NOJ,@,ATL,L (-26),0,,3,4,0.75,0,0,,,,1,,,0,1,6,1975,boydke01,https://www.basketball-reference.com/players/b/boydke01/gamelog/1975
6,6,1974-11-17,22-237,NOJ,,DET,L (-14),0,,0,1,0.0,0,0,,,,1,0.0,,0,0,0,1975,boydke01,https://www.basketball-reference.com/players/b/boydke01/gamelog/1975
